IngroupVirtue,20
MoralityGeneral,45
HarmVirtue,12
IngroupVice,4
AuthorityVirtue,24
FairnessVirtue,5
HarmVice,46
AuthorityVice,4
PurityVice,4
FairnessVice,1
PurityVirtue,8
