HarmVirtue,19
HarmVice,14
FairnessVirtue,7
FairnessVice,1
IngroupVirtue,7
IngroupVice,6
AuthorityVirtue,14
AuthorityVice,0
PurityVirtue,1
PurityVice,2
MoralityGeneral,19
