IngroupVirtue,7
MoralityGeneral,5
HarmVirtue,5
IngroupVice,4
AuthorityVirtue,19
FairnessVirtue,1
HarmVice,8
AuthorityVice,1
PurityVice,2
FairnessVice,1
PurityVirtue,4
