HarmVirtue,8
HarmVice,10
FairnessVirtue,9
FairnessVice,1
IngroupVirtue,16
IngroupVice,2
AuthorityVirtue,8
AuthorityVice,0
PurityVirtue,0
PurityVice,1
MoralityGeneral,14
