HarmVirtue,7
HarmVice,12
FairnessVirtue,2
FairnessVice,0
IngroupVirtue,2
IngroupVice,4
AuthorityVirtue,7
AuthorityVice,0
PurityVirtue,0
PurityVice,1
MoralityGeneral,11
