IngroupVirtue,20
MoralityGeneral,10
HarmVirtue,28
IngroupVice,6
AuthorityVirtue,35
FairnessVirtue,19
HarmVice,19
AuthorityVice,3
PurityVice,5
FairnessVice,6
PurityVirtue,3
