HarmVirtue,15
HarmVice,10
FairnessVirtue,3
FairnessVice,0
IngroupVirtue,11
IngroupVice,3
AuthorityVirtue,11
AuthorityVice,0
PurityVirtue,4
PurityVice,0
MoralityGeneral,11
