HarmVirtue,4
HarmVice,4
FairnessVirtue,9
FairnessVice,0
IngroupVirtue,12
IngroupVice,8
AuthorityVirtue,22
AuthorityVice,3
PurityVirtue,2
PurityVice,3
MoralityGeneral,19
