IngroupVirtue,21
MoralityGeneral,21
HarmVirtue,15
IngroupVice,2
AuthorityVirtue,14
FairnessVirtue,9
HarmVice,13
AuthorityVice,5
PurityVice,8
FairnessVice,1
PurityVirtue,5
