HarmVirtue,2
HarmVice,9
FairnessVirtue,1
FairnessVice,0
IngroupVirtue,2
IngroupVice,3
AuthorityVirtue,7
AuthorityVice,0
PurityVirtue,0
PurityVice,0
MoralityGeneral,3
