IngroupVirtue,10
MoralityGeneral,39
HarmVirtue,15
IngroupVice,6
AuthorityVirtue,22
FairnessVirtue,6
HarmVice,15
AuthorityVice,2
PurityVice,10
FairnessVice,1
PurityVirtue,6
