HarmVirtue,22
HarmVice,4
FairnessVirtue,17
FairnessVice,4
IngroupVirtue,19
IngroupVice,7
AuthorityVirtue,33
AuthorityVice,1
PurityVirtue,2
PurityVice,14
MoralityGeneral,12
