HarmVirtue,23
HarmVice,5
FairnessVirtue,8
FairnessVice,0
IngroupVirtue,13
IngroupVice,4
AuthorityVirtue,20
AuthorityVice,4
PurityVirtue,0
PurityVice,0
MoralityGeneral,13
