IngroupVirtue,23
MoralityGeneral,14
HarmVirtue,16
IngroupVice,2
AuthorityVirtue,24
FairnessVirtue,5
HarmVice,9
AuthorityVice,1
PurityVice,6
FairnessVice,1
PurityVirtue,3
