HarmVirtue,38
HarmVice,16
FairnessVirtue,8
FairnessVice,0
IngroupVirtue,28
IngroupVice,13
AuthorityVirtue,41
AuthorityVice,3
PurityVirtue,8
PurityVice,3
MoralityGeneral,19
