IngroupVirtue,47
MoralityGeneral,18
HarmVirtue,47
IngroupVice,17
AuthorityVirtue,32
FairnessVirtue,19
HarmVice,12
AuthorityVice,1
PurityVice,18
FairnessVice,8
PurityVirtue,4
