HarmVirtue,8
HarmVice,18
FairnessVirtue,1
FairnessVice,1
IngroupVirtue,6
IngroupVice,2
AuthorityVirtue,11
AuthorityVice,4
PurityVirtue,0
PurityVice,3
MoralityGeneral,15
